epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568490731184,2019-09-14T15:52:11.184,14.960,0.344,0.911,-0.033
1568490731194,2019-09-14T15:52:11.194,14.970,0.348,0.921,-0.034
1568490731204,2019-09-14T15:52:11.204,14.980,0.345,0.919,-0.037
1568490731214,2019-09-14T15:52:11.214,14.990,0.343,0.916,-0.034
1568490731224,2019-09-14T15:52:11.224,15.000,0.341,0.914,-0.033
1568490731234,2019-09-14T15:52:11.234,15.010,0.336,0.911,-0.032
1568490731244,2019-09-14T15:52:11.244,15.020,0.332,0.906,-0.031
1568490731254,2019-09-14T15:52:11.254,15.030,0.325,0.902,-0.028
1568490731264,2019-09-14T15:52:11.264,15.040,0.319,0.902,-0.032
1568490731274,2019-09-14T15:52:11.274,15.050,0.314,0.905,-0.031
1568490731284,2019-09-14T15:52:11.284,15.060,0.317,0.905,-0.029
1568490731294,2019-09-14T15:52:11.294,15.070,0.314,0.909,-0.030
1568490731304,2019-09-14T15:52:11.304,15.080,0.311,0.909,-0.031
1568490731314,2019-09-14T15:52:11.314,15.090,0.310,0.913,-0.031
1568490731324,2019-09-14T15:52:11.324,15.100,0.305,0.914,-0.034
1568490731334,2019-09-14T15:52:11.334,15.110,0.300,0.909,-0.033
1568490731344,2019-09-14T15:52:11.344,15.120,0.293,0.906,-0.034
1568490731354,2019-09-14T15:52:11.354,15.130,0.294,0.909,-0.037
1568490731364,2019-09-14T15:52:11.364,15.140,0.293,0.917,-0.037
1568490731374,2019-09-14T15:52:11.374,15.150,0.294,0.925,-0.042
1568490731384,2019-09-14T15:52:11.384,15.160,0.288,0.931,-0.047
1568490731394,2019-09-14T15:52:11.394,15.170,0.281,0.935,-0.045
1568490731404,2019-09-14T15:52:11.404,15.180,0.278,0.937,-0.049
1568490731414,2019-09-14T15:52:11.414,15.190,0.276,0.935,-0.052
1568490731424,2019-09-14T15:52:11.424,15.200,0.273,0.929,-0.054
1568490731434,2019-09-14T15:52:11.434,15.210,0.269,0.929,-0.049
1568490731444,2019-09-14T15:52:11.444,15.220,0.270,0.935,-0.050
1568490731454,2019-09-14T15:52:11.454,15.230,0.284,0.953,-0.053
1568490731464,2019-09-14T15:52:11.464,15.240,0.286,0.967,-0.055
1568490731474,2019-09-14T15:52:11.474,15.250,0.279,0.959,-0.059
1568490731484,2019-09-14T15:52:11.484,15.260,0.275,0.954,-0.061
1568490731494,2019-09-14T15:52:11.494,15.270,0.275,0.956,-0.061
1568490731504,2019-09-14T15:52:11.504,15.280,0.275,0.951,-0.061
1568490731514,2019-09-14T15:52:11.514,15.290,0.273,0.944,-0.062
1568490731524,2019-09-14T15:52:11.524,15.300,0.273,0.939,-0.060
1568490731534,2019-09-14T15:52:11.534,15.310,0.272,0.935,-0.060
1568490731544,2019-09-14T15:52:11.544,15.320,0.274,0.930,-0.063
1568490731554,2019-09-14T15:52:11.554,15.330,0.274,0.928,-0.064
1568490731564,2019-09-14T15:52:11.564,15.340,0.278,0.932,-0.061
1568490731574,2019-09-14T15:52:11.574,15.350,0.283,0.934,-0.064
1568490731584,2019-09-14T15:52:11.584,15.360,0.284,0.935,-0.063
1568490731594,2019-09-14T15:52:11.594,15.370,0.284,0.939,-0.064
1568490731604,2019-09-14T15:52:11.604,15.380,0.285,0.943,-0.063
1568490731614,2019-09-14T15:52:11.614,15.390,0.283,0.940,-0.063
1568490731624,2019-09-14T15:52:11.624,15.400,0.283,0.936,-0.066
1568490731634,2019-09-14T15:52:11.634,15.410,0.278,0.937,-0.065
1568490731644,2019-09-14T15:52:11.644,15.420,0.279,0.936,-0.063
1568490731654,2019-09-14T15:52:11.654,15.430,0.282,0.934,-0.065
1568490731664,2019-09-14T15:52:11.664,15.440,0.281,0.934,-0.063
1568490731674,2019-09-14T15:52:11.674,15.450,0.284,0.934,-0.063
1568490731684,2019-09-14T15:52:11.684,15.460,0.284,0.936,-0.064
1568490731694,2019-09-14T15:52:11.694,15.470,0.285,0.932,-0.063
1568490731704,2019-09-14T15:52:11.704,15.480,0.290,0.929,-0.063
1568490731714,2019-09-14T15:52:11.714,15.490,0.292,0.927,-0.066
1568490731724,2019-09-14T15:52:11.724,15.500,0.298,0.925,-0.063
1568490731734,2019-09-14T15:52:11.734,15.510,0.307,0.924,-0.063
1568490731744,2019-09-14T15:52:11.744,15.520,0.313,0.921,-0.065
1568490731754,2019-09-14T15:52:11.754,15.530,0.317,0.913,-0.063
1568490731764,2019-09-14T15:52:11.764,15.540,0.326,0.906,-0.057
1568490731774,2019-09-14T15:52:11.774,15.550,0.331,0.895,-0.053
1568490731784,2019-09-14T15:52:11.784,15.560,0.333,0.877,-0.050
1568490731794,2019-09-14T15:52:11.794,15.570,0.336,0.870,-0.049
1568490731804,2019-09-14T15:52:11.804,15.580,0.337,0.864,-0.043
1568490731814,2019-09-14T15:52:11.814,15.590,0.338,0.857,-0.042
1568490731824,2019-09-14T15:52:11.824,15.600,0.343,0.848,-0.041
1568490731834,2019-09-14T15:52:11.834,15.610,0.344,0.845,-0.037
1568490731844,2019-09-14T15:52:11.844,15.620,0.353,0.843,-0.033
1568490731854,2019-09-14T15:52:11.854,15.630,0.368,0.856,-0.028
1568490731864,2019-09-14T15:52:11.864,15.640,0.379,0.862,-0.028
1568490731874,2019-09-14T15:52:11.874,15.650,0.378,0.858,-0.031
1568490731884,2019-09-14T15:52:11.884,15.660,0.382,0.859,-0.030
1568490731894,2019-09-14T15:52:11.894,15.670,0.387,0.863,-0.030
1568490731904,2019-09-14T15:52:11.904,15.680,0.386,0.864,-0.033
1568490731914,2019-09-14T15:52:11.914,15.690,0.393,0.878,-0.032
1568490731924,2019-09-14T15:52:11.924,15.700,0.400,0.896,-0.032
1568490731934,2019-09-14T15:52:11.934,15.710,0.397,0.895,-0.030
1568490731944,2019-09-14T15:52:11.944,15.720,0.389,0.890,-0.032
1568490731954,2019-09-14T15:52:11.954,15.730,0.385,0.881,-0.040
1568490731964,2019-09-14T15:52:11.964,15.740,0.394,0.886,-0.043
1568490731974,2019-09-14T15:52:11.974,15.750,0.396,0.905,-0.047
1568490731984,2019-09-14T15:52:11.984,15.760,0.404,0.915,-0.048
1568490731994,2019-09-14T15:52:11.994,15.770,0.419,0.932,-0.048
1568490732004,2019-09-14T15:52:12.004,15.780,0.419,0.945,-0.053
1568490732014,2019-09-14T15:52:12.014,15.790,0.407,0.937,-0.059
1568490732024,2019-09-14T15:52:12.024,15.800,0.397,0.918,-0.065
1568490732034,2019-09-14T15:52:12.034,15.810,0.391,0.910,-0.061
1568490732044,2019-09-14T15:52:12.044,15.820,0.379,0.906,-0.060
1568490732054,2019-09-14T15:52:12.054,15.830,0.373,0.902,-0.056
1568490732064,2019-09-14T15:52:12.064,15.840,0.367,0.906,-0.055
1568490732074,2019-09-14T15:52:12.074,15.850,0.360,0.898,-0.051
1568490732084,2019-09-14T15:52:12.084,15.860,0.347,0.880,-0.044
1568490732094,2019-09-14T15:52:12.094,15.870,0.330,0.868,-0.041
1568490732104,2019-09-14T15:52:12.104,15.880,0.316,0.851,-0.037
1568490732114,2019-09-14T15:52:12.114,15.890,0.297,0.849,-0.034
1568490732124,2019-09-14T15:52:12.124,15.900,0.287,0.862,-0.030
1568490732134,2019-09-14T15:52:12.134,15.910,0.277,0.875,-0.024
1568490732144,2019-09-14T15:52:12.144,15.920,0.266,0.889,-0.021
1568490732154,2019-09-14T15:52:12.154,15.930,0.245,0.882,-0.015
1568490732164,2019-09-14T15:52:12.164,15.940,0.223,0.874,-0.007
1568490732174,2019-09-14T15:52:12.174,15.950,0.206,0.872,-0.002
1568490732184,2019-09-14T15:52:12.184,15.960,0.182,0.862,-0.002
1568490732194,2019-09-14T15:52:12.194,15.970,0.161,0.851,-0.002
1568490732204,2019-09-14T15:52:12.204,15.980,0.152,0.863,-0.009
1568490732214,2019-09-14T15:52:12.214,15.990,0.141,0.893,-0.009
1568490732224,2019-09-14T15:52:12.224,16.000,0.137,0.917,-0.012
1568490732234,2019-09-14T15:52:12.234,16.010,0.127,0.923,-0.016
1568490732244,2019-09-14T15:52:12.244,16.020,0.115,0.921,-0.020
1568490732254,2019-09-14T15:52:12.254,16.030,0.097,0.911,-0.026
1568490732264,2019-09-14T15:52:12.264,16.040,0.089,0.906,-0.028
1568490732274,2019-09-14T15:52:12.274,16.050,0.082,0.927,-0.034
1568490732284,2019-09-14T15:52:12.284,16.060,0.061,0.943,-0.037
1568490732294,2019-09-14T15:52:12.294,16.070,0.046,0.958,-0.039
1568490732304,2019-09-14T15:52:12.304,16.080,0.031,0.953,-0.044
1568490732314,2019-09-14T15:52:12.314,16.090,0.015,0.925,-0.044
1568490732324,2019-09-14T15:52:12.324,16.100,-0.005,0.895,-0.042
1568490732334,2019-09-14T15:52:12.334,16.110,-0.018,0.886,-0.041
1568490732344,2019-09-14T15:52:12.344,16.120,-0.016,0.908,-0.044
1568490732354,2019-09-14T15:52:12.354,16.130,-0.025,0.945,-0.048
1568490732364,2019-09-14T15:52:12.364,16.140,-0.049,0.935,-0.049
1568490732374,2019-09-14T15:52:12.374,16.150,-0.072,0.896,-0.047
1568490732384,2019-09-14T15:52:12.384,16.160,-0.092,0.885,-0.048
1568490732394,2019-09-14T15:52:12.394,16.170,-0.126,0.892,-0.050
1568490732404,2019-09-14T15:52:12.404,16.180,-0.165,0.865,-0.061
1568490732414,2019-09-14T15:52:12.414,16.190,-0.192,0.849,-0.076
1568490732424,2019-09-14T15:52:12.424,16.200,-0.182,0.892,-0.084
1568490732434,2019-09-14T15:52:12.434,16.210,-0.175,0.943,-0.093
1568490732444,2019-09-14T15:52:12.444,16.220,-0.204,0.938,-0.101
1568490732454,2019-09-14T15:52:12.454,16.230,-0.238,0.895,-0.110
1568490732464,2019-09-14T15:52:12.464,16.240,-0.267,0.881,-0.117
1568490732474,2019-09-14T15:52:12.474,16.250,-0.298,0.901,-0.123
1568490732484,2019-09-14T15:52:12.484,16.260,-0.307,0.933,-0.123
1568490732494,2019-09-14T15:52:12.494,16.270,-0.346,0.921,-0.123
1568490732504,2019-09-14T15:52:12.504,16.280,-0.394,0.896,-0.119
1568490732514,2019-09-14T15:52:12.514,16.290,-0.431,0.914,-0.110
1568490732524,2019-09-14T15:52:12.524,16.300,-0.478,0.937,-0.110
1568490732534,2019-09-14T15:52:12.534,16.310,-0.538,0.929,-0.109
1568490732544,2019-09-14T15:52:12.544,16.320,-0.594,0.921,-0.107
1568490732554,2019-09-14T15:52:12.554,16.330,-0.604,0.936,-0.119
1568490732564,2019-09-14T15:52:12.564,16.340,-0.598,0.954,-0.148
1568490732574,2019-09-14T15:52:12.574,16.350,-0.593,0.983,-0.167
1568490732584,2019-09-14T15:52:12.584,16.360,-0.607,1.017,-0.187
1568490732594,2019-09-14T15:52:12.594,16.370,-0.625,1.044,-0.203
1568490732604,2019-09-14T15:52:12.604,16.380,-0.642,1.081,-0.212
1568490732614,2019-09-14T15:52:12.614,16.390,-0.646,1.130,-0.220
1568490732624,2019-09-14T15:52:12.624,16.400,-0.654,1.175,-0.224
1568490732634,2019-09-14T15:52:12.634,16.410,-0.671,1.205,-0.222
1568490732644,2019-09-14T15:52:12.644,16.420,-0.698,1.231,-0.215
1568490732654,2019-09-14T15:52:12.654,16.430,-0.732,1.243,-0.216
