epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568490764934,2019-09-14T15:52:44.934,48.710,0.096,0.995,0.019
1568490764944,2019-09-14T15:52:44.944,48.720,0.105,0.998,0.021
1568490764954,2019-09-14T15:52:44.954,48.730,0.115,1.001,0.019
1568490764964,2019-09-14T15:52:44.964,48.740,0.121,1.000,0.020
1568490764974,2019-09-14T15:52:44.974,48.750,0.128,1.003,0.017
1568490764984,2019-09-14T15:52:44.984,48.760,0.137,1.001,0.015
1568490764994,2019-09-14T15:52:44.994,48.770,0.146,0.996,0.016
1568490765004,2019-09-14T15:52:45.004,48.780,0.156,0.993,0.018
1568490765014,2019-09-14T15:52:45.014,48.790,0.166,0.995,0.020
1568490765024,2019-09-14T15:52:45.024,48.800,0.173,0.991,0.020
1568490765034,2019-09-14T15:52:45.034,48.810,0.180,0.985,0.023
1568490765044,2019-09-14T15:52:45.044,48.820,0.188,0.979,0.019
1568490765054,2019-09-14T15:52:45.054,48.830,0.191,0.972,0.021
1568490765064,2019-09-14T15:52:45.064,48.840,0.191,0.964,0.022
1568490765074,2019-09-14T15:52:45.074,48.850,0.192,0.958,0.020
1568490765084,2019-09-14T15:52:45.084,48.860,0.194,0.957,0.020
1568490765094,2019-09-14T15:52:45.094,48.870,0.196,0.956,0.019
1568490765104,2019-09-14T15:52:45.104,48.880,0.202,0.959,0.020
1568490765114,2019-09-14T15:52:45.114,48.890,0.210,0.966,0.021
1568490765124,2019-09-14T15:52:45.124,48.900,0.215,0.972,0.026
1568490765134,2019-09-14T15:52:45.134,48.910,0.219,0.975,0.024
1568490765144,2019-09-14T15:52:45.144,48.920,0.221,0.973,0.021
1568490765154,2019-09-14T15:52:45.154,48.930,0.226,0.971,0.022
1568490765164,2019-09-14T15:52:45.164,48.940,0.228,0.967,0.025
1568490765174,2019-09-14T15:52:45.174,48.950,0.228,0.959,0.023
1568490765184,2019-09-14T15:52:45.184,48.960,0.226,0.953,0.025
1568490765194,2019-09-14T15:52:45.194,48.970,0.228,0.945,0.026
1568490765204,2019-09-14T15:52:45.204,48.980,0.227,0.942,0.029
1568490765214,2019-09-14T15:52:45.214,48.990,0.225,0.939,0.030
1568490765224,2019-09-14T15:52:45.224,49.000,0.228,0.938,0.031
1568490765234,2019-09-14T15:52:45.234,49.010,0.230,0.938,0.034
1568490765244,2019-09-14T15:52:45.244,49.020,0.236,0.942,0.036
1568490765254,2019-09-14T15:52:45.254,49.030,0.242,0.942,0.040
1568490765264,2019-09-14T15:52:45.264,49.040,0.250,0.941,0.042
1568490765274,2019-09-14T15:52:45.274,49.050,0.252,0.938,0.040
1568490765284,2019-09-14T15:52:45.284,49.060,0.252,0.936,0.042
1568490765294,2019-09-14T15:52:45.294,49.070,0.250,0.933,0.040
1568490765304,2019-09-14T15:52:45.304,49.080,0.248,0.933,0.044
1568490765314,2019-09-14T15:52:45.314,49.090,0.243,0.932,0.048
1568490765324,2019-09-14T15:52:45.324,49.100,0.240,0.928,0.046
1568490765334,2019-09-14T15:52:45.334,49.110,0.240,0.927,0.042
1568490765344,2019-09-14T15:52:45.344,49.120,0.239,0.927,0.042
1568490765354,2019-09-14T15:52:45.354,49.130,0.242,0.930,0.042
1568490765364,2019-09-14T15:52:45.364,49.140,0.242,0.938,0.042
1568490765374,2019-09-14T15:52:45.374,49.150,0.237,0.937,0.039
1568490765384,2019-09-14T15:52:45.384,49.160,0.238,0.938,0.035
1568490765394,2019-09-14T15:52:45.394,49.170,0.238,0.940,0.035
1568490765404,2019-09-14T15:52:45.404,49.180,0.241,0.942,0.033
1568490765414,2019-09-14T15:52:45.414,49.190,0.245,0.946,0.029
1568490765424,2019-09-14T15:52:45.424,49.200,0.246,0.948,0.029
1568490765434,2019-09-14T15:52:45.434,49.210,0.247,0.944,0.029
1568490765444,2019-09-14T15:52:45.444,49.220,0.248,0.940,0.029
1568490765454,2019-09-14T15:52:45.454,49.230,0.249,0.939,0.027
1568490765464,2019-09-14T15:52:45.464,49.240,0.253,0.935,0.025
1568490765474,2019-09-14T15:52:45.474,49.250,0.254,0.939,0.024
1568490765484,2019-09-14T15:52:45.484,49.260,0.255,0.940,0.024
1568490765494,2019-09-14T15:52:45.494,49.270,0.251,0.939,0.025
1568490765504,2019-09-14T15:52:45.504,49.280,0.249,0.937,0.024
1568490765514,2019-09-14T15:52:45.514,49.290,0.247,0.934,0.021
1568490765524,2019-09-14T15:52:45.524,49.300,0.245,0.938,0.021
1568490765534,2019-09-14T15:52:45.534,49.310,0.246,0.940,0.021
1568490765544,2019-09-14T15:52:45.544,49.320,0.248,0.942,0.022
1568490765554,2019-09-14T15:52:45.554,49.330,0.248,0.945,0.022
1568490765564,2019-09-14T15:52:45.564,49.340,0.249,0.946,0.024
1568490765574,2019-09-14T15:52:45.574,49.350,0.251,0.948,0.024
1568490765584,2019-09-14T15:52:45.584,49.360,0.250,0.955,0.027
1568490765594,2019-09-14T15:52:45.594,49.370,0.246,0.957,0.028
1568490765604,2019-09-14T15:52:45.604,49.380,0.246,0.959,0.027
1568490765614,2019-09-14T15:52:45.614,49.390,0.245,0.959,0.027
1568490765624,2019-09-14T15:52:45.624,49.400,0.241,0.960,0.028
1568490765634,2019-09-14T15:52:45.634,49.410,0.240,0.957,0.030
1568490765644,2019-09-14T15:52:45.644,49.420,0.242,0.957,0.034
1568490765654,2019-09-14T15:52:45.654,49.430,0.242,0.958,0.030
1568490765664,2019-09-14T15:52:45.664,49.440,0.244,0.957,0.032
1568490765674,2019-09-14T15:52:45.674,49.450,0.243,0.955,0.028
1568490765684,2019-09-14T15:52:45.684,49.460,0.244,0.955,0.032
1568490765694,2019-09-14T15:52:45.694,49.470,0.247,0.956,0.027
1568490765704,2019-09-14T15:52:45.704,49.480,0.248,0.956,0.030
1568490765714,2019-09-14T15:52:45.714,49.490,0.246,0.958,0.030
1568490765724,2019-09-14T15:52:45.724,49.500,0.247,0.958,0.027
1568490765734,2019-09-14T15:52:45.734,49.510,0.249,0.958,0.025
1568490765744,2019-09-14T15:52:45.744,49.520,0.253,0.956,0.026
1568490765754,2019-09-14T15:52:45.754,49.530,0.254,0.957,0.026
1568490765764,2019-09-14T15:52:45.764,49.540,0.256,0.956,0.026
1568490765774,2019-09-14T15:52:45.774,49.550,0.262,0.955,0.024
1568490765784,2019-09-14T15:52:45.784,49.560,0.262,0.956,0.026
1568490765794,2019-09-14T15:52:45.794,49.570,0.263,0.951,0.027
1568490765804,2019-09-14T15:52:45.804,49.580,0.262,0.948,0.022
1568490765814,2019-09-14T15:52:45.814,49.590,0.263,0.950,0.021
1568490765824,2019-09-14T15:52:45.824,49.600,0.269,0.950,0.020
1568490765834,2019-09-14T15:52:45.834,49.610,0.269,0.951,0.021
1568490765844,2019-09-14T15:52:45.844,49.620,0.269,0.952,0.022
1568490765854,2019-09-14T15:52:45.854,49.630,0.273,0.950,0.020
1568490765864,2019-09-14T15:52:45.864,49.640,0.274,0.950,0.019
1568490765874,2019-09-14T15:52:45.874,49.650,0.272,0.948,0.019
1568490765884,2019-09-14T15:52:45.884,49.660,0.271,0.944,0.020
1568490765894,2019-09-14T15:52:45.894,49.670,0.271,0.944,0.017
1568490765904,2019-09-14T15:52:45.904,49.680,0.272,0.945,0.020
1568490765914,2019-09-14T15:52:45.914,49.690,0.276,0.944,0.019
1568490765924,2019-09-14T15:52:45.924,49.700,0.276,0.942,0.019
1568490765934,2019-09-14T15:52:45.934,49.710,0.274,0.942,0.019
1568490765944,2019-09-14T15:52:45.944,49.720,0.276,0.942,0.020
1568490765954,2019-09-14T15:52:45.954,49.730,0.274,0.942,0.021
1568490765964,2019-09-14T15:52:45.964,49.740,0.280,0.943,0.021
1568490765974,2019-09-14T15:52:45.974,49.750,0.283,0.940,0.021
1568490765984,2019-09-14T15:52:45.984,49.760,0.281,0.941,0.021
1568490765994,2019-09-14T15:52:45.994,49.770,0.280,0.941,0.021
1568490766004,2019-09-14T15:52:46.004,49.780,0.283,0.939,0.021
1568490766014,2019-09-14T15:52:46.014,49.790,0.286,0.942,0.018
1568490766024,2019-09-14T15:52:46.024,49.800,0.287,0.943,0.016
1568490766034,2019-09-14T15:52:46.034,49.810,0.285,0.944,0.019
1568490766044,2019-09-14T15:52:46.044,49.820,0.287,0.947,0.017
1568490766054,2019-09-14T15:52:46.054,49.830,0.287,0.948,0.013
1568490766064,2019-09-14T15:52:46.064,49.840,0.281,0.945,0.014
1568490766074,2019-09-14T15:52:46.074,49.850,0.282,0.945,0.013
1568490766084,2019-09-14T15:52:46.084,49.860,0.284,0.945,0.017
1568490766094,2019-09-14T15:52:46.094,49.870,0.282,0.941,0.013
1568490766104,2019-09-14T15:52:46.104,49.880,0.285,0.941,0.011
1568490766114,2019-09-14T15:52:46.114,49.890,0.291,0.942,0.012
1568490766124,2019-09-14T15:52:46.124,49.900,0.294,0.942,0.015
1568490766134,2019-09-14T15:52:46.134,49.910,0.294,0.942,0.015
1568490766144,2019-09-14T15:52:46.144,49.920,0.300,0.947,0.015
1568490766154,2019-09-14T15:52:46.154,49.930,0.303,0.951,0.014
1568490766164,2019-09-14T15:52:46.164,49.940,0.300,0.949,0.014
1568490766174,2019-09-14T15:52:46.174,49.950,0.299,0.945,0.014
1568490766184,2019-09-14T15:52:46.184,49.960,0.299,0.945,0.016
1568490766194,2019-09-14T15:52:46.194,49.970,0.296,0.940,0.016
1568490766204,2019-09-14T15:52:46.204,49.980,0.297,0.938,0.017
1568490766214,2019-09-14T15:52:46.214,49.990,0.300,0.938,0.019
1568490766224,2019-09-14T15:52:46.224,50.000,0.300,0.938,0.019
1568490766234,2019-09-14T15:52:46.234,50.010,0.302,0.938,0.020
1568490766244,2019-09-14T15:52:46.244,50.020,0.306,0.938,0.018
1568490766254,2019-09-14T15:52:46.254,50.030,0.307,0.940,0.020
1568490766264,2019-09-14T15:52:46.264,50.040,0.309,0.939,0.019
1568490766274,2019-09-14T15:52:46.274,50.050,0.311,0.934,0.020
1568490766284,2019-09-14T15:52:46.284,50.060,0.310,0.932,0.022
1568490766294,2019-09-14T15:52:46.294,50.070,0.311,0.934,0.018
1568490766304,2019-09-14T15:52:46.304,50.080,0.313,0.933,0.020
1568490766314,2019-09-14T15:52:46.314,50.090,0.312,0.935,0.022
1568490766324,2019-09-14T15:52:46.324,50.100,0.318,0.934,0.022
1568490766334,2019-09-14T15:52:46.334,50.110,0.321,0.938,0.021
1568490766344,2019-09-14T15:52:46.344,50.120,0.317,0.939,0.018
1568490766354,2019-09-14T15:52:46.354,50.130,0.318,0.932,0.018
1568490766364,2019-09-14T15:52:46.364,50.140,0.317,0.925,0.019
1568490766374,2019-09-14T15:52:46.374,50.150,0.321,0.924,0.014
1568490766384,2019-09-14T15:52:46.384,50.160,0.339,0.928,0.018
1568490766394,2019-09-14T15:52:46.394,50.170,0.351,0.924,0.022
1568490766404,2019-09-14T15:52:46.404,50.180,0.365,0.923,0.024
1568490766414,2019-09-14T15:52:46.414,50.190,0.382,0.922,0.027
1568490766424,2019-09-14T15:52:46.424,50.200,0.391,0.913,0.032
1568490766434,2019-09-14T15:52:46.434,50.210,0.395,0.899,0.031
1568490766444,2019-09-14T15:52:46.444,50.220,0.404,0.875,0.027
1568490766454,2019-09-14T15:52:46.454,50.230,0.410,0.858,0.028
1568490766464,2019-09-14T15:52:46.464,50.240,0.425,0.845,0.030
1568490766474,2019-09-14T15:52:46.474,50.250,0.440,0.842,0.041
1568490766484,2019-09-14T15:52:46.484,50.260,0.458,0.843,0.050
1568490766494,2019-09-14T15:52:46.494,50.270,0.476,0.846,0.063
1568490766504,2019-09-14T15:52:46.504,50.280,0.493,0.860,0.071
1568490766514,2019-09-14T15:52:46.514,50.290,0.505,0.869,0.081
1568490766524,2019-09-14T15:52:46.524,50.300,0.509,0.866,0.084
1568490766534,2019-09-14T15:52:46.534,50.310,0.506,0.856,0.086
1568490766544,2019-09-14T15:52:46.544,50.320,0.497,0.842,0.090
1568490766554,2019-09-14T15:52:46.554,50.330,0.481,0.833,0.092
1568490766564,2019-09-14T15:52:46.564,50.340,0.475,0.831,0.094
1568490766574,2019-09-14T15:52:46.574,50.350,0.466,0.833,0.094
1568490766584,2019-09-14T15:52:46.584,50.360,0.456,0.835,0.092
1568490766594,2019-09-14T15:52:46.594,50.370,0.449,0.843,0.093
1568490766604,2019-09-14T15:52:46.604,50.380,0.445,0.845,0.093
1568490766614,2019-09-14T15:52:46.614,50.390,0.435,0.841,0.094
1568490766624,2019-09-14T15:52:46.624,50.400,0.428,0.840,0.099
1568490766634,2019-09-14T15:52:46.634,50.410,0.425,0.853,0.101
1568490766644,2019-09-14T15:52:46.644,50.420,0.427,0.867,0.103
1568490766654,2019-09-14T15:52:46.654,50.430,0.426,0.879,0.104
1568490766664,2019-09-14T15:52:46.664,50.440,0.428,0.902,0.105
1568490766674,2019-09-14T15:52:46.674,50.450,0.429,0.910,0.109
1568490766684,2019-09-14T15:52:46.684,50.460,0.427,0.907,0.110
1568490766694,2019-09-14T15:52:46.694,50.470,0.419,0.909,0.104
1568490766704,2019-09-14T15:52:46.704,50.480,0.408,0.900,0.101
1568490766714,2019-09-14T15:52:46.714,50.490,0.404,0.886,0.100
1568490766724,2019-09-14T15:52:46.724,50.500,0.405,0.890,0.097
1568490766734,2019-09-14T15:52:46.734,50.510,0.402,0.888,0.097
1568490766744,2019-09-14T15:52:46.744,50.520,0.397,0.880,0.094
1568490766754,2019-09-14T15:52:46.754,50.530,0.384,0.879,0.089
1568490766764,2019-09-14T15:52:46.764,50.540,0.371,0.852,0.085
1568490766774,2019-09-14T15:52:46.774,50.550,0.353,0.838,0.078
1568490766784,2019-09-14T15:52:46.784,50.560,0.349,0.845,0.075
1568490766794,2019-09-14T15:52:46.794,50.570,0.339,0.854,0.072
1568490766804,2019-09-14T15:52:46.804,50.580,0.326,0.871,0.069
1568490766814,2019-09-14T15:52:46.814,50.590,0.313,0.875,0.068
1568490766824,2019-09-14T15:52:46.824,50.600,0.299,0.871,0.066
1568490766834,2019-09-14T15:52:46.834,50.610,0.295,0.884,0.066
1568490766844,2019-09-14T15:52:46.844,50.620,0.294,0.901,0.062
1568490766854,2019-09-14T15:52:46.854,50.630,0.279,0.897,0.059
1568490766864,2019-09-14T15:52:46.864,50.640,0.274,0.886,0.055
1568490766874,2019-09-14T15:52:46.874,50.650,0.266,0.893,0.051
1568490766884,2019-09-14T15:52:46.884,50.660,0.253,0.892,0.047
1568490766894,2019-09-14T15:52:46.894,50.670,0.238,0.869,0.046
1568490766904,2019-09-14T15:52:46.904,50.680,0.230,0.874,0.040
1568490766914,2019-09-14T15:52:46.914,50.690,0.230,0.900,0.029
1568490766924,2019-09-14T15:52:46.924,50.700,0.227,0.912,0.027
1568490766934,2019-09-14T15:52:46.934,50.710,0.212,0.898,0.021
1568490766944,2019-09-14T15:52:46.944,50.720,0.197,0.876,0.018
1568490766954,2019-09-14T15:52:46.954,50.730,0.175,0.864,0.017
1568490766964,2019-09-14T15:52:46.964,50.740,0.166,0.868,0.014
1568490766974,2019-09-14T15:52:46.974,50.750,0.156,0.872,0.007
1568490766984,2019-09-14T15:52:46.984,50.760,0.146,0.892,0.003
1568490766994,2019-09-14T15:52:46.994,50.770,0.131,0.904,-0.001
1568490767004,2019-09-14T15:52:47.004,50.780,0.118,0.898,-0.002
1568490767014,2019-09-14T15:52:47.014,50.790,0.093,0.886,-0.006
1568490767024,2019-09-14T15:52:47.024,50.800,0.063,0.863,-0.004
1568490767034,2019-09-14T15:52:47.034,50.810,0.039,0.853,-0.007
1568490767044,2019-09-14T15:52:47.044,50.820,0.024,0.857,-0.012
1568490767054,2019-09-14T15:52:47.054,50.830,0.019,0.869,-0.008
1568490767064,2019-09-14T15:52:47.064,50.840,0.015,0.875,-0.004
1568490767074,2019-09-14T15:52:47.074,50.850,-0.003,0.873,-0.001
1568490767084,2019-09-14T15:52:47.084,50.860,-0.035,0.871,0.006
1568490767094,2019-09-14T15:52:47.094,50.870,-0.081,0.855,0.008
1568490767104,2019-09-14T15:52:47.104,50.880,-0.129,0.826,0.006
1568490767114,2019-09-14T15:52:47.114,50.890,-0.186,0.792,-0.002
1568490767124,2019-09-14T15:52:47.124,50.900,-0.255,0.776,-0.012
1568490767134,2019-09-14T15:52:47.134,50.910,-0.332,0.765,-0.026
1568490767144,2019-09-14T15:52:47.144,50.920,-0.396,0.765,-0.045
1568490767154,2019-09-14T15:52:47.154,50.930,-0.442,0.789,-0.060
1568490767164,2019-09-14T15:52:47.164,50.940,-0.457,0.832,-0.076
1568490767174,2019-09-14T15:52:47.174,50.950,-0.439,0.872,-0.101
1568490767184,2019-09-14T15:52:47.184,50.960,-0.442,0.874,-0.123
1568490767194,2019-09-14T15:52:47.194,50.970,-0.466,0.841,-0.140
1568490767204,2019-09-14T15:52:47.204,50.980,-0.487,0.833,-0.147
1568490767214,2019-09-14T15:52:47.214,50.990,-0.505,0.849,-0.147
1568490767224,2019-09-14T15:52:47.224,51.000,-0.527,0.857,-0.135
1568490767234,2019-09-14T15:52:47.234,51.010,-0.553,0.843,-0.124
1568490767244,2019-09-14T15:52:47.244,51.020,-0.580,0.806,-0.115
1568490767254,2019-09-14T15:52:47.254,51.030,-0.613,0.759,-0.108
1568490767264,2019-09-14T15:52:47.264,51.040,-0.645,0.740,-0.104
1568490767274,2019-09-14T15:52:47.274,51.050,-0.664,0.756,-0.099
1568490767284,2019-09-14T15:52:47.284,51.060,-0.687,0.774,-0.099
1568490767294,2019-09-14T15:52:47.294,51.070,-0.729,0.754,-0.107
1568490767304,2019-09-14T15:52:47.304,51.080,-0.783,0.727,-0.111
1568490767314,2019-09-14T15:52:47.314,51.090,-0.807,0.739,-0.107
1568490767324,2019-09-14T15:52:47.324,51.100,-0.808,0.777,-0.104
1568490767334,2019-09-14T15:52:47.334,51.110,-0.823,0.800,-0.111
1568490767344,2019-09-14T15:52:47.344,51.120,-0.844,0.801,-0.113
1568490767354,2019-09-14T15:52:47.354,51.130,-0.862,0.821,-0.122
1568490767364,2019-09-14T15:52:47.364,51.140,-0.870,0.849,-0.133
1568490767374,2019-09-14T15:52:47.374,51.150,-0.887,0.860,-0.140
1568490767384,2019-09-14T15:52:47.384,51.160,-0.915,0.875,-0.147
1568490767394,2019-09-14T15:52:47.394,51.170,-0.931,0.903,-0.156
1568490767404,2019-09-14T15:52:47.404,51.180,-0.942,0.933,-0.160
1568490767414,2019-09-14T15:52:47.414,51.190,-0.956,0.958,-0.161
1568490767424,2019-09-14T15:52:47.424,51.200,-0.961,0.965,-0.162
1568490767434,2019-09-14T15:52:47.434,51.210,-0.977,0.966,-0.161
1568490767444,2019-09-14T15:52:47.444,51.220,-0.994,0.967,-0.154
1568490767454,2019-09-14T15:52:47.454,51.230,-1.007,0.966,-0.149
1568490767464,2019-09-14T15:52:47.464,51.240,-1.021,0.963,-0.146
1568490767474,2019-09-14T15:52:47.474,51.250,-1.031,0.968,-0.133
1568490767484,2019-09-14T15:52:47.484,51.260,-1.042,0.978,-0.124
1568490767494,2019-09-14T15:52:47.494,51.270,-1.045,0.970,-0.121
1568490767504,2019-09-14T15:52:47.504,51.280,-1.041,0.947,-0.120
1568490767514,2019-09-14T15:52:47.514,51.290,-1.036,0.931,-0.113
1568490767524,2019-09-14T15:52:47.524,51.300,-1.024,0.919,-0.116
1568490767534,2019-09-14T15:52:47.534,51.310,-1.006,0.908,-0.113
1568490767544,2019-09-14T15:52:47.544,51.320,-0.991,0.902,-0.114
1568490767554,2019-09-14T15:52:47.554,51.330,-0.974,0.889,-0.116
1568490767564,2019-09-14T15:52:47.564,51.340,-0.960,0.878,-0.119
1568490767574,2019-09-14T15:52:47.574,51.350,-0.949,0.867,-0.123
1568490767584,2019-09-14T15:52:47.584,51.360,-0.938,0.862,-0.121
1568490767594,2019-09-14T15:52:47.594,51.370,-0.935,0.858,-0.129
1568490767604,2019-09-14T15:52:47.604,51.380,-0.942,0.848,-0.125
1568490767614,2019-09-14T15:52:47.614,51.390,-0.941,0.850,-0.123
1568490767624,2019-09-14T15:52:47.624,51.400,-0.935,0.874,-0.130
1568490767634,2019-09-14T15:52:47.634,51.410,-0.922,0.899,-0.129
1568490767644,2019-09-14T15:52:47.644,51.420,-0.919,0.904,-0.129
1568490767654,2019-09-14T15:52:47.654,51.430,-0.925,0.884,-0.129
1568490767664,2019-09-14T15:52:47.664,51.440,-0.916,0.879,-0.129
1568490767674,2019-09-14T15:52:47.674,51.450,-0.905,0.909,-0.129
1568490767684,2019-09-14T15:52:47.684,51.460,-0.912,0.936,-0.126
1568490767694,2019-09-14T15:52:47.694,51.470,-0.917,0.947,-0.123
1568490767704,2019-09-14T15:52:47.704,51.480,-0.913,0.966,-0.103
1568490767714,2019-09-14T15:52:47.714,51.490,-0.893,0.985,-0.101
1568490767724,2019-09-14T15:52:47.724,51.500,-0.865,0.984,-0.100
1568490767734,2019-09-14T15:52:47.734,51.510,-0.855,0.966,-0.093
1568490767744,2019-09-14T15:52:47.744,51.520,-0.855,0.958,-0.087
1568490767754,2019-09-14T15:52:47.754,51.530,-0.844,0.965,-0.078
1568490767764,2019-09-14T15:52:47.764,51.540,-0.820,0.980,-0.075
1568490767774,2019-09-14T15:52:47.774,51.550,-0.795,0.987,-0.066
1568490767784,2019-09-14T15:52:47.784,51.560,-0.768,0.978,-0.060
1568490767794,2019-09-14T15:52:47.794,51.570,-0.751,0.959,-0.061
1568490767804,2019-09-14T15:52:47.804,51.580,-0.731,0.934,-0.053
1568490767814,2019-09-14T15:52:47.814,51.590,-0.730,0.907,-0.043
1568490767824,2019-09-14T15:52:47.824,51.600,-0.738,0.892,-0.030
1568490767834,2019-09-14T15:52:47.834,51.610,-0.730,0.868,-0.024
1568490767844,2019-09-14T15:52:47.844,51.620,-0.710,0.847,-0.025
1568490767854,2019-09-14T15:52:47.854,51.630,-0.677,0.852,-0.026
1568490767864,2019-09-14T15:52:47.864,51.640,-0.654,0.855,-0.034
1568490767874,2019-09-14T15:52:47.874,51.650,-0.676,0.852,-0.051
1568490767884,2019-09-14T15:52:47.884,51.660,-0.680,0.847,-0.059
1568490767894,2019-09-14T15:52:47.894,51.670,-0.640,0.843,-0.060
1568490767904,2019-09-14T15:52:47.904,51.680,-0.593,0.854,-0.066
1568490767914,2019-09-14T15:52:47.914,51.690,-0.566,0.865,-0.074
1568490767924,2019-09-14T15:52:47.924,51.700,-0.547,0.838,-0.067
1568490767934,2019-09-14T15:52:47.934,51.710,-0.531,0.809,-0.048
1568490767944,2019-09-14T15:52:47.944,51.720,-0.493,0.794,-0.024
1568490767954,2019-09-14T15:52:47.954,51.730,-0.457,0.762,0.004
1568490767964,2019-09-14T15:52:47.964,51.740,-0.388,0.732,0.045
1568490767974,2019-09-14T15:52:47.974,51.750,-0.317,0.715,0.068
1568490767984,2019-09-14T15:52:47.984,51.760,-0.306,0.636,0.081
1568490767994,2019-09-14T15:52:47.994,51.770,-0.307,0.534,0.085
1568490768004,2019-09-14T15:52:48.004,51.780,-0.283,0.495,0.085
1568490768014,2019-09-14T15:52:48.014,51.790,-0.254,0.517,0.074
1568490768024,2019-09-14T15:52:48.024,51.800,-0.227,0.560,0.063
1568490768034,2019-09-14T15:52:48.034,51.810,-0.208,0.623,0.042
1568490768044,2019-09-14T15:52:48.044,51.820,-0.168,0.679,0.018
1568490768054,2019-09-14T15:52:48.054,51.830,-0.141,0.717,-0.014
1568490768064,2019-09-14T15:52:48.064,51.840,-0.120,0.752,-0.036
1568490768074,2019-09-14T15:52:48.074,51.850,-0.097,0.784,-0.056
1568490768084,2019-09-14T15:52:48.084,51.860,-0.067,0.801,-0.070
1568490768094,2019-09-14T15:52:48.094,51.870,-0.038,0.811,-0.071
1568490768104,2019-09-14T15:52:48.104,51.880,-0.017,0.827,-0.073
1568490768114,2019-09-14T15:52:48.114,51.890,-0.010,0.833,-0.070
1568490768124,2019-09-14T15:52:48.124,51.900,0.003,0.809,-0.059
1568490768134,2019-09-14T15:52:48.134,51.910,0.017,0.789,-0.045
1568490768144,2019-09-14T15:52:48.144,51.920,0.009,0.774,-0.042
1568490768154,2019-09-14T15:52:48.154,51.930,0.017,0.757,-0.034
1568490768164,2019-09-14T15:52:48.164,51.940,0.025,0.739,-0.026
1568490768174,2019-09-14T15:52:48.174,51.950,0.041,0.720,-0.018
1568490768184,2019-09-14T15:52:48.184,51.960,0.061,0.704,-0.007
1568490768194,2019-09-14T15:52:48.194,51.970,0.082,0.697,-0.006
1568490768204,2019-09-14T15:52:48.204,51.980,0.107,0.693,0.002
1568490768214,2019-09-14T15:52:48.214,51.990,0.135,0.684,0.007
1568490768224,2019-09-14T15:52:48.224,52.000,0.152,0.694,0.005
1568490768234,2019-09-14T15:52:48.234,52.010,0.161,0.709,0.002
1568490768244,2019-09-14T15:52:48.244,52.020,0.178,0.723,0.002
1568490768254,2019-09-14T15:52:48.254,52.030,0.186,0.733,-0.002
1568490768264,2019-09-14T15:52:48.264,52.040,0.190,0.727,-0.003
1568490768274,2019-09-14T15:52:48.274,52.050,0.198,0.717,-0.002
1568490768284,2019-09-14T15:52:48.284,52.060,0.210,0.717,-0.000
1568490768294,2019-09-14T15:52:48.294,52.070,0.229,0.729,-0.001
1568490768304,2019-09-14T15:52:48.304,52.080,0.247,0.739,-0.000
1568490768314,2019-09-14T15:52:48.314,52.090,0.256,0.748,-0.004
1568490768324,2019-09-14T15:52:48.324,52.100,0.266,0.755,-0.004
1568490768334,2019-09-14T15:52:48.334,52.110,0.281,0.764,-0.005
1568490768344,2019-09-14T15:52:48.344,52.120,0.295,0.768,-0.001
1568490768354,2019-09-14T15:52:48.354,52.130,0.297,0.757,-0.008
1568490768364,2019-09-14T15:52:48.364,52.140,0.308,0.742,-0.012
1568490768374,2019-09-14T15:52:48.374,52.150,0.322,0.747,-0.015
1568490768384,2019-09-14T15:52:48.384,52.160,0.334,0.760,-0.018
1568490768394,2019-09-14T15:52:48.394,52.170,0.349,0.772,-0.020
1568490768404,2019-09-14T15:52:48.404,52.180,0.357,0.785,-0.020
1568490768414,2019-09-14T15:52:48.414,52.190,0.363,0.791,-0.021
1568490768424,2019-09-14T15:52:48.424,52.200,0.376,0.796,-0.020
1568490768434,2019-09-14T15:52:48.434,52.210,0.387,0.799,-0.020
1568490768444,2019-09-14T15:52:48.444,52.220,0.395,0.806,-0.020
1568490768454,2019-09-14T15:52:48.454,52.230,0.404,0.814,-0.019
1568490768464,2019-09-14T15:52:48.464,52.240,0.407,0.817,-0.015
1568490768474,2019-09-14T15:52:48.474,52.250,0.414,0.811,-0.015
1568490768484,2019-09-14T15:52:48.484,52.260,0.418,0.815,-0.015
1568490768494,2019-09-14T15:52:48.494,52.270,0.420,0.822,-0.012
1568490768504,2019-09-14T15:52:48.504,52.280,0.426,0.827,-0.010
1568490768514,2019-09-14T15:52:48.514,52.290,0.425,0.831,-0.011
1568490768524,2019-09-14T15:52:48.524,52.300,0.426,0.828,-0.012
1568490768534,2019-09-14T15:52:48.534,52.310,0.422,0.815,-0.011
1568490768544,2019-09-14T15:52:48.544,52.320,0.428,0.826,-0.009
1568490768554,2019-09-14T15:52:48.554,52.330,0.434,0.846,-0.011
1568490768564,2019-09-14T15:52:48.564,52.340,0.431,0.850,-0.011
1568490768574,2019-09-14T15:52:48.574,52.350,0.428,0.846,-0.008
1568490768584,2019-09-14T15:52:48.584,52.360,0.421,0.839,-0.007
1568490768594,2019-09-14T15:52:48.594,52.370,0.421,0.838,-0.003
1568490768604,2019-09-14T15:52:48.604,52.380,0.425,0.844,-0.003
1568490768614,2019-09-14T15:52:48.614,52.390,0.430,0.856,0.000
1568490768624,2019-09-14T15:52:48.624,52.400,0.437,0.869,0.003
