epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568490740988,2019-09-14T15:52:20.988,24.840,0.244,-0.183,3.232
1568490740998,2019-09-14T15:52:20.998,24.850,0.000,0.366,2.561
1568490741008,2019-09-14T15:52:21.008,24.860,0.671,0.549,0.793
1568490741018,2019-09-14T15:52:21.018,24.870,1.341,0.549,-1.159
1568490741028,2019-09-14T15:52:21.028,24.880,1.463,1.037,-2.195
1568490741038,2019-09-14T15:52:21.038,24.890,1.341,1.402,-2.805
1568490741048,2019-09-14T15:52:21.048,24.900,1.829,1.585,-3.293
1568490741058,2019-09-14T15:52:21.058,24.910,2.073,1.890,-3.659
1568490741068,2019-09-14T15:52:21.068,24.920,2.256,2.134,-3.598
1568490741078,2019-09-14T15:52:21.078,24.930,2.073,2.378,-2.866
1568490741088,2019-09-14T15:52:21.088,24.940,1.463,2.683,-1.707
1568490741098,2019-09-14T15:52:21.098,24.950,0.915,2.927,-0.305
1568490741108,2019-09-14T15:52:21.108,24.960,0.854,2.866,0.244
1568490741118,2019-09-14T15:52:21.118,24.970,1.341,2.500,0.000
1568490741128,2019-09-14T15:52:21.128,24.980,1.280,2.256,0.061
1568490741138,2019-09-14T15:52:21.138,24.990,1.098,1.951,0.122
1568490741148,2019-09-14T15:52:21.148,25.000,1.159,1.524,0.305
1568490741158,2019-09-14T15:52:21.158,25.010,0.915,1.341,0.854
1568490741168,2019-09-14T15:52:21.168,25.020,0.671,1.220,1.037
1568490741178,2019-09-14T15:52:21.178,25.030,0.671,0.854,0.976
1568490741188,2019-09-14T15:52:21.188,25.040,0.671,0.488,0.976
1568490741198,2019-09-14T15:52:21.198,25.050,0.549,0.122,0.976
1568490741208,2019-09-14T15:52:21.208,25.060,0.976,-0.427,0.793
1568490741218,2019-09-14T15:52:21.218,25.070,1.280,-0.854,0.732
1568490741228,2019-09-14T15:52:21.228,25.080,0.915,-1.037,0.122
1568490741238,2019-09-14T15:52:21.238,25.090,2.317,-2.256,-2.988
1568490741248,2019-09-14T15:52:21.248,25.100,2.927,-2.744,-3.659
1568490741258,2019-09-14T15:52:21.258,25.110,0.915,-2.500,-2.195
1568490741268,2019-09-14T15:52:21.268,25.120,1.707,-2.744,-2.500
1568490741278,2019-09-14T15:52:21.278,25.130,2.927,-2.988,-2.744
1568490741288,2019-09-14T15:52:21.288,25.140,1.280,-2.561,-1.159
1568490741298,2019-09-14T15:52:21.298,25.150,0.366,-2.195,0.061
1568490741308,2019-09-14T15:52:21.308,25.160,0.793,-2.195,0.366
1568490741318,2019-09-14T15:52:21.318,25.170,0.610,-2.012,0.610
1568490741328,2019-09-14T15:52:21.328,25.180,0.549,-1.829,0.915
1568490741338,2019-09-14T15:52:21.338,25.190,0.488,-1.524,1.280
1568490741348,2019-09-14T15:52:21.348,25.200,0.244,-0.976,1.585
1568490741358,2019-09-14T15:52:21.358,25.210,0.488,-0.732,1.951
1568490741368,2019-09-14T15:52:21.368,25.220,0.610,-0.061,2.866
1568490741378,2019-09-14T15:52:21.378,25.230,0.061,0.732,4.085
1568490741388,2019-09-14T15:52:21.388,25.240,0.061,1.402,4.451
1568490741398,2019-09-14T15:52:21.398,25.250,0.183,2.012,4.573
1568490741408,2019-09-14T15:52:21.408,25.260,-0.061,2.866,4.878
1568490741418,2019-09-14T15:52:21.418,25.270,-0.305,3.720,5.122
1568490741428,2019-09-14T15:52:21.428,25.280,-0.305,4.512,5.183
1568490741438,2019-09-14T15:52:21.438,25.290,-0.488,5.244,5.305
1568490741448,2019-09-14T15:52:21.448,25.300,-0.976,5.976,5.427
1568490741458,2019-09-14T15:52:21.458,25.310,-1.098,6.585,5.427
1568490741468,2019-09-14T15:52:21.468,25.320,-1.463,7.134,5.183
1568490741478,2019-09-14T15:52:21.478,25.330,-1.829,7.500,4.634
1568490741488,2019-09-14T15:52:21.488,25.340,-2.073,7.927,3.780
1568490741498,2019-09-14T15:52:21.498,25.350,-2.500,8.232,2.805
1568490741508,2019-09-14T15:52:21.508,25.360,-2.195,8.110,1.220
1568490741518,2019-09-14T15:52:21.518,25.370,-2.134,7.988,0.183
1568490741528,2019-09-14T15:52:21.528,25.380,-2.805,8.049,-0.183
1568490741538,2019-09-14T15:52:21.538,25.390,-2.988,7.988,-0.549
1568490741548,2019-09-14T15:52:21.548,25.400,-3.354,7.683,-0.610
1568490741558,2019-09-14T15:52:21.558,25.410,-3.780,7.317,0.488
1568490741568,2019-09-14T15:52:21.568,25.420,-4.451,7.012,2.134
1568490741578,2019-09-14T15:52:21.578,25.430,-4.207,6.159,2.561
1568490741588,2019-09-14T15:52:21.588,25.440,-3.232,5.000,2.683
1568490741598,2019-09-14T15:52:21.598,25.450,-3.232,4.024,3.598
1568490741608,2019-09-14T15:52:21.608,25.460,-3.232,3.049,4.451
1568490741618,2019-09-14T15:52:21.618,25.470,-2.439,1.951,4.939
1568490741628,2019-09-14T15:52:21.628,25.480,-2.195,1.220,5.610
1568490741638,2019-09-14T15:52:21.638,25.490,-2.012,0.366,6.280
1568490741648,2019-09-14T15:52:21.648,25.500,-1.585,-0.427,6.646
1568490741658,2019-09-14T15:52:21.658,25.510,-1.220,-1.159,6.585
1568490741668,2019-09-14T15:52:21.668,25.520,-0.793,-1.646,7.073
1568490741678,2019-09-14T15:52:21.678,25.530,-0.366,-2.134,7.439
1568490741688,2019-09-14T15:52:21.688,25.540,-0.122,-2.439,7.866
1568490741698,2019-09-14T15:52:21.698,25.550,-0.061,-2.500,8.598
1568490741708,2019-09-14T15:52:21.708,25.560,-0.427,-2.256,9.451
1568490741718,2019-09-14T15:52:21.718,25.570,-0.427,-2.134,9.573
1568490741728,2019-09-14T15:52:21.728,25.580,-0.061,-2.073,9.390
1568490741738,2019-09-14T15:52:21.738,25.590,-0.122,-1.829,9.695
1568490741748,2019-09-14T15:52:21.748,25.600,-0.183,-1.768,9.634
1568490741758,2019-09-14T15:52:21.758,25.610,0.305,-1.768,9.451
1568490741768,2019-09-14T15:52:21.768,25.620,0.610,-1.707,9.390
1568490741778,2019-09-14T15:52:21.778,25.630,0.671,-1.585,9.329
1568490741788,2019-09-14T15:52:21.788,25.640,0.488,-1.341,9.085
1568490741798,2019-09-14T15:52:21.798,25.650,0.427,-1.098,8.659
1568490741808,2019-09-14T15:52:21.808,25.660,0.488,-0.915,8.354
1568490741818,2019-09-14T15:52:21.818,25.670,0.183,-0.549,8.049
1568490741828,2019-09-14T15:52:21.828,25.680,-0.061,-0.305,7.439
1568490741838,2019-09-14T15:52:21.838,25.690,0.183,-0.244,6.524
1568490741848,2019-09-14T15:52:21.848,25.700,0.061,0.061,5.915
1568490741858,2019-09-14T15:52:21.858,25.710,-0.244,0.427,5.549
1568490741868,2019-09-14T15:52:21.868,25.720,-0.366,0.793,5.305
1568490741878,2019-09-14T15:52:21.878,25.730,-0.549,1.098,5.244
1568490741888,2019-09-14T15:52:21.888,25.740,-0.366,1.280,5.000
1568490741898,2019-09-14T15:52:21.898,25.750,-0.122,1.341,4.634
1568490741908,2019-09-14T15:52:21.908,25.760,0.000,1.524,4.329
1568490741918,2019-09-14T15:52:21.918,25.770,0.366,1.585,3.659
1568490741928,2019-09-14T15:52:21.928,25.780,0.976,1.585,2.805
1568490741938,2019-09-14T15:52:21.938,25.790,1.402,1.585,1.890
1568490741948,2019-09-14T15:52:21.948,25.800,1.524,1.646,0.854
1568490741958,2019-09-14T15:52:21.958,25.810,1.951,1.646,-0.305
1568490741968,2019-09-14T15:52:21.968,25.820,2.256,1.707,-1.402
1568490741978,2019-09-14T15:52:21.978,25.830,2.134,1.768,-2.683
1568490741988,2019-09-14T15:52:21.988,25.840,2.256,1.707,-4.268
1568490741998,2019-09-14T15:52:21.998,25.850,2.378,1.707,-5.549
1568490742008,2019-09-14T15:52:22.008,25.860,2.378,1.646,-6.707
1568490742018,2019-09-14T15:52:22.018,25.870,2.622,1.768,-7.866
1568490742028,2019-09-14T15:52:22.028,25.880,2.744,1.768,-8.841
1568490742038,2019-09-14T15:52:22.038,25.890,2.744,1.707,-9.634
1568490742048,2019-09-14T15:52:22.048,25.900,2.805,1.829,-10.305
1568490742058,2019-09-14T15:52:22.058,25.910,2.683,1.890,-10.976
1568490742068,2019-09-14T15:52:22.068,25.920,2.622,1.707,-11.524
1568490742078,2019-09-14T15:52:22.078,25.930,2.439,1.707,-11.585
1568490742088,2019-09-14T15:52:22.088,25.940,2.134,1.646,-11.402
1568490742098,2019-09-14T15:52:22.098,25.950,2.012,1.463,-11.280
1568490742108,2019-09-14T15:52:22.108,25.960,2.073,1.280,-10.915
1568490742118,2019-09-14T15:52:22.118,25.970,2.073,1.159,-10.549
1568490742128,2019-09-14T15:52:22.128,25.980,2.195,1.098,-10.244
1568490742138,2019-09-14T15:52:22.138,25.990,2.500,1.037,-10.061
1568490742148,2019-09-14T15:52:22.148,26.000,2.683,0.976,-9.634
1568490742158,2019-09-14T15:52:22.158,26.010,2.744,0.915,-9.085
1568490742168,2019-09-14T15:52:22.168,26.020,2.805,1.037,-8.476
1568490742178,2019-09-14T15:52:22.178,26.030,2.927,1.098,-7.927
1568490742188,2019-09-14T15:52:22.188,26.040,3.110,1.098,-7.500
1568490742198,2019-09-14T15:52:22.198,26.050,3.354,0.976,-7.317
1568490742208,2019-09-14T15:52:22.208,26.060,3.476,0.732,-7.134
1568490742218,2019-09-14T15:52:22.218,26.070,3.659,0.366,-7.012
1568490742228,2019-09-14T15:52:22.228,26.080,4.024,-0.061,-7.012
1568490742238,2019-09-14T15:52:22.238,26.090,4.207,-0.610,-7.073
1568490742248,2019-09-14T15:52:22.248,26.100,4.329,-1.037,-7.500
1568490742258,2019-09-14T15:52:22.258,26.110,4.512,-1.463,-7.927
1568490742268,2019-09-14T15:52:22.268,26.120,4.634,-1.951,-8.841
1568490742278,2019-09-14T15:52:22.278,26.130,4.390,-2.317,-9.634
1568490742288,2019-09-14T15:52:22.288,26.140,4.207,-2.683,-10.305
1568490742298,2019-09-14T15:52:22.298,26.150,3.780,-2.927,-11.159
1568490742308,2019-09-14T15:52:22.308,26.160,3.415,-3.110,-11.829
1568490742318,2019-09-14T15:52:22.318,26.170,3.293,-3.354,-12.195
1568490742328,2019-09-14T15:52:22.328,26.180,2.927,-3.354,-12.683
1568490742338,2019-09-14T15:52:22.338,26.190,2.683,-3.415,-12.988
1568490742348,2019-09-14T15:52:22.348,26.200,2.683,-3.415,-13.293
1568490742358,2019-09-14T15:52:22.358,26.210,2.561,-3.476,-13.598
1568490742368,2019-09-14T15:52:22.368,26.220,2.378,-3.476,-13.963
1568490742378,2019-09-14T15:52:22.378,26.230,2.439,-3.476,-14.146
1568490742388,2019-09-14T15:52:22.388,26.240,2.317,-3.354,-14.573
1568490742398,2019-09-14T15:52:22.398,26.250,2.378,-3.537,-15.366
1568490742408,2019-09-14T15:52:22.408,26.260,2.805,-3.598,-16.280
1568490742418,2019-09-14T15:52:22.418,26.270,2.988,-3.415,-17.134
1568490742428,2019-09-14T15:52:22.428,26.280,3.232,-3.415,-18.110
1568490742438,2019-09-14T15:52:22.438,26.290,3.354,-3.415,-18.841
1568490742448,2019-09-14T15:52:22.448,26.300,3.354,-3.476,-20.000
1568490742458,2019-09-14T15:52:22.458,26.310,3.537,-3.659,-21.280
1568490742468,2019-09-14T15:52:22.468,26.320,3.720,-3.841,-22.683
1568490742478,2019-09-14T15:52:22.478,26.330,3.841,-3.780,-24.329
1568490742488,2019-09-14T15:52:22.488,26.340,4.085,-3.902,-26.159
1568490742498,2019-09-14T15:52:22.498,26.350,4.146,-4.146,-28.110
1568490742508,2019-09-14T15:52:22.508,26.360,4.573,-4.390,-30.427
1568490742518,2019-09-14T15:52:22.518,26.370,4.695,-4.573,-32.256
1568490742528,2019-09-14T15:52:22.528,26.380,4.634,-4.695,-34.207
1568490742538,2019-09-14T15:52:22.538,26.390,5.061,-4.817,-36.585
1568490742548,2019-09-14T15:52:22.548,26.400,5.244,-5.061,-38.902
1568490742558,2019-09-14T15:52:22.558,26.410,5.488,-5.305,-41.159
1568490742568,2019-09-14T15:52:22.568,26.420,5.793,-5.549,-43.537
1568490742578,2019-09-14T15:52:22.578,26.430,5.976,-5.793,-46.037
1568490742588,2019-09-14T15:52:22.588,26.440,6.341,-5.976,-48.780
1568490742598,2019-09-14T15:52:22.598,26.450,6.768,-5.793,-51.463
1568490742608,2019-09-14T15:52:22.608,26.460,7.012,-5.671,-53.963
1568490742618,2019-09-14T15:52:22.618,26.470,7.134,-5.610,-56.890
1568490742628,2019-09-14T15:52:22.628,26.480,7.195,-5.549,-60.244
1568490742638,2019-09-14T15:52:22.638,26.490,7.317,-5.488,-63.963
1568490742648,2019-09-14T15:52:22.648,26.500,7.439,-5.488,-67.988
1568490742658,2019-09-14T15:52:22.658,26.510,7.683,-5.488,-72.317
1568490742668,2019-09-14T15:52:22.668,26.520,7.744,-5.549,-76.646
1568490742678,2019-09-14T15:52:22.678,26.530,7.744,-5.793,-81.646
1568490742688,2019-09-14T15:52:22.688,26.540,8.354,-6.280,-86.646
1568490742698,2019-09-14T15:52:22.698,26.550,9.024,-6.890,-91.524
1568490742708,2019-09-14T15:52:22.708,26.560,9.695,-7.561,-96.829
1568490742718,2019-09-14T15:52:22.718,26.570,10.915,-8.293,-102.622
1568490742728,2019-09-14T15:52:22.728,26.580,12.317,-8.841,-108.963
1568490742738,2019-09-14T15:52:22.738,26.590,12.805,-8.963,-114.390
1568490742748,2019-09-14T15:52:22.748,26.600,12.500,-8.598,-118.598
1568490742758,2019-09-14T15:52:22.758,26.610,12.195,-7.866,-122.073
1568490742768,2019-09-14T15:52:22.768,26.620,11.829,-6.829,-124.939
1568490742778,2019-09-14T15:52:22.778,26.630,10.915,-5.427,-126.707
1568490742788,2019-09-14T15:52:22.788,26.640,9.634,-3.963,-126.951
1568490742798,2019-09-14T15:52:22.798,26.650,9.451,-2.378,-125.976
1568490742808,2019-09-14T15:52:22.808,26.660,9.268,-0.854,-122.683
1568490742818,2019-09-14T15:52:22.818,26.670,8.293,0.915,-117.622
1568490742828,2019-09-14T15:52:22.828,26.680,8.293,2.073,-113.841
1568490742838,2019-09-14T15:52:22.838,26.690,10.732,1.951,-112.866
1568490742848,2019-09-14T15:52:22.848,26.700,13.537,0.854,-113.293
1568490742858,2019-09-14T15:52:22.858,26.710,16.159,-0.610,-114.512
1568490742868,2019-09-14T15:52:22.868,26.720,19.390,-2.500,-115.915
1568490742878,2019-09-14T15:52:22.878,26.730,22.439,-4.512,-115.854
1568490742888,2019-09-14T15:52:22.888,26.740,24.085,-6.159,-114.573
1568490742898,2019-09-14T15:52:22.898,26.750,25.000,-7.683,-113.354
1568490742908,2019-09-14T15:52:22.908,26.760,26.890,-9.207,-112.683
1568490742918,2019-09-14T15:52:22.918,26.770,28.293,-10.671,-112.988
1568490742928,2019-09-14T15:52:22.928,26.780,28.232,-11.585,-113.537
1568490742938,2019-09-14T15:52:22.938,26.790,27.317,-11.951,-113.415
1568490742948,2019-09-14T15:52:22.948,26.800,25.732,-11.829,-112.317
1568490742958,2019-09-14T15:52:22.958,26.810,23.902,-11.585,-110.671
1568490742968,2019-09-14T15:52:22.968,26.820,22.744,-11.768,-109.329
1568490742978,2019-09-14T15:52:22.978,26.830,22.134,-12.195,-107.561
1568490742988,2019-09-14T15:52:22.988,26.840,21.707,-12.805,-104.878
1568490742998,2019-09-14T15:52:22.998,26.850,21.098,-13.232,-102.195
1568490743008,2019-09-14T15:52:23.008,26.860,19.878,-13.354,-99.085
1568490743018,2019-09-14T15:52:23.018,26.870,18.232,-13.232,-95.915
1568490743028,2019-09-14T15:52:23.028,26.880,17.500,-13.354,-93.049
1568490743038,2019-09-14T15:52:23.038,26.890,16.220,-13.232,-89.268
1568490743048,2019-09-14T15:52:23.048,26.900,14.268,-13.110,-85.061
1568490743058,2019-09-14T15:52:23.058,26.910,14.146,-13.963,-82.439
1568490743068,2019-09-14T15:52:23.068,26.920,15.122,-15.244,-80.244
1568490743078,2019-09-14T15:52:23.078,26.930,14.695,-16.037,-77.012
1568490743088,2019-09-14T15:52:23.088,26.940,13.293,-16.463,-73.537
1568490743098,2019-09-14T15:52:23.098,26.950,11.951,-16.463,-70.427
1568490743108,2019-09-14T15:52:23.108,26.960,11.280,-16.524,-68.354
1568490743118,2019-09-14T15:52:23.118,26.970,10.366,-16.524,-66.159
1568490743128,2019-09-14T15:52:23.128,26.980,8.902,-16.220,-63.476
1568490743138,2019-09-14T15:52:23.138,26.990,7.012,-15.488,-60.488
1568490743148,2019-09-14T15:52:23.148,27.000,5.549,-14.817,-58.232
1568490743158,2019-09-14T15:52:23.158,27.010,4.878,-14.024,-57.134
1568490743168,2019-09-14T15:52:23.168,27.020,4.146,-12.927,-56.890
1568490743178,2019-09-14T15:52:23.178,27.030,3.110,-11.463,-57.012
1568490743188,2019-09-14T15:52:23.188,27.040,2.317,-9.817,-57.500
1568490743198,2019-09-14T15:52:23.198,27.050,1.951,-8.598,-58.780
1568490743208,2019-09-14T15:52:23.208,27.060,1.951,-7.622,-59.573
1568490743218,2019-09-14T15:52:23.218,27.070,1.585,-6.463,-59.024
1568490743228,2019-09-14T15:52:23.228,27.080,1.951,-5.732,-58.659
1568490743238,2019-09-14T15:52:23.238,27.090,3.293,-5.366,-57.378
1568490743248,2019-09-14T15:52:23.248,27.100,4.390,-5.366,-54.207
1568490743258,2019-09-14T15:52:23.258,27.110,5.793,-5.427,-50.061
1568490743268,2019-09-14T15:52:23.268,27.120,7.439,-5.732,-46.280
1568490743278,2019-09-14T15:52:23.278,27.130,8.232,-5.854,-42.683
1568490743288,2019-09-14T15:52:23.288,27.140,7.744,-5.854,-38.902
1568490743298,2019-09-14T15:52:23.298,27.150,7.134,-6.159,-35.244
1568490743308,2019-09-14T15:52:23.308,27.160,7.988,-7.317,-31.768
1568490743318,2019-09-14T15:52:23.318,27.170,10.488,-8.902,-28.110
1568490743328,2019-09-14T15:52:23.328,27.180,13.476,-10.976,-24.085
1568490743338,2019-09-14T15:52:23.338,27.190,15.671,-12.500,-19.939
1568490743348,2019-09-14T15:52:23.348,27.200,15.488,-12.927,-15.915
1568490743358,2019-09-14T15:52:23.358,27.210,14.329,-12.805,-13.720
1568490743368,2019-09-14T15:52:23.368,27.220,12.988,-12.256,-13.293
1568490743378,2019-09-14T15:52:23.378,27.230,11.463,-11.341,-13.415
1568490743388,2019-09-14T15:52:23.388,27.240,9.207,-10.061,-12.927
1568490743398,2019-09-14T15:52:23.398,27.250,6.159,-8.476,-11.829
1568490743408,2019-09-14T15:52:23.408,27.260,2.927,-6.951,-10.732
1568490743418,2019-09-14T15:52:23.418,27.270,0.854,-5.976,-9.512
1568490743428,2019-09-14T15:52:23.428,27.280,0.183,-5.305,-8.232
1568490743438,2019-09-14T15:52:23.438,27.290,-0.061,-5.061,-6.707
1568490743448,2019-09-14T15:52:23.448,27.300,-0.122,-4.451,-5.183
1568490743458,2019-09-14T15:52:23.458,27.310,-0.854,-3.659,-3.963
1568490743468,2019-09-14T15:52:23.468,27.320,-1.707,-2.622,-2.683
1568490743478,2019-09-14T15:52:23.478,27.330,-2.195,-1.707,-0.671
1568490743488,2019-09-14T15:52:23.488,27.340,-1.951,-1.341,2.012
1568490743498,2019-09-14T15:52:23.498,27.350,-1.280,-1.037,5.305
1568490743508,2019-09-14T15:52:23.508,27.360,-1.585,-0.244,8.720
1568490743518,2019-09-14T15:52:23.518,27.370,-2.256,0.732,11.524
1568490743528,2019-09-14T15:52:23.528,27.380,-2.378,1.341,14.085
1568490743538,2019-09-14T15:52:23.538,27.390,-1.768,1.524,17.866
1568490743548,2019-09-14T15:52:23.548,27.400,-1.280,1.768,22.805
1568490743558,2019-09-14T15:52:23.558,27.410,-1.220,2.195,27.744
1568490743568,2019-09-14T15:52:23.568,27.420,-1.402,2.866,32.744
1568490743578,2019-09-14T15:52:23.578,27.430,-0.854,3.293,36.585
1568490743588,2019-09-14T15:52:23.588,27.440,0.183,3.537,38.415
1568490743598,2019-09-14T15:52:23.598,27.450,1.402,3.598,38.963
1568490743608,2019-09-14T15:52:23.608,27.460,2.805,3.354,38.902
1568490743618,2019-09-14T15:52:23.618,27.470,3.841,2.805,40.915
1568490743628,2019-09-14T15:52:23.628,27.480,4.024,2.439,46.280
1568490743638,2019-09-14T15:52:23.638,27.490,3.659,1.707,52.439
1568490743648,2019-09-14T15:52:23.648,27.500,4.573,0.549,56.707
1568490743658,2019-09-14T15:52:23.658,27.510,6.890,-0.976,58.780
1568490743668,2019-09-14T15:52:23.668,27.520,8.720,-2.378,59.207
1568490743678,2019-09-14T15:52:23.678,27.530,10.000,-3.049,57.683
1568490743688,2019-09-14T15:52:23.688,27.540,11.463,-3.293,53.902
1568490743698,2019-09-14T15:52:23.698,27.550,12.805,-3.171,48.537
1568490743708,2019-09-14T15:52:23.708,27.560,12.927,-1.890,43.537
1568490743718,2019-09-14T15:52:23.718,27.570,10.549,0.122,40.244
1568490743728,2019-09-14T15:52:23.728,27.580,6.585,2.805,38.415
1568490743738,2019-09-14T15:52:23.738,27.590,3.476,5.000,36.707
1568490743748,2019-09-14T15:52:23.748,27.600,2.256,6.707,34.451
1568490743758,2019-09-14T15:52:23.758,27.610,0.671,8.232,31.829
1568490743768,2019-09-14T15:52:23.768,27.620,-1.951,9.939,29.329
1568490743778,2019-09-14T15:52:23.778,27.630,-4.024,11.280,27.561
1568490743788,2019-09-14T15:52:23.788,27.640,-5.000,12.073,27.439
1568490743798,2019-09-14T15:52:23.798,27.650,-6.951,12.988,29.573
1568490743808,2019-09-14T15:52:23.808,27.660,-8.720,13.780,33.415
1568490743818,2019-09-14T15:52:23.818,27.670,-9.512,14.329,38.902
1568490743828,2019-09-14T15:52:23.828,27.680,-10.122,14.817,44.024
1568490743838,2019-09-14T15:52:23.838,27.690,-10.183,15.122,47.805
1568490743848,2019-09-14T15:52:23.848,27.700,-8.841,14.573,50.793
1568490743858,2019-09-14T15:52:23.858,27.710,-6.585,13.415,52.683
1568490743868,2019-09-14T15:52:23.868,27.720,-3.902,12.134,53.598
1568490743878,2019-09-14T15:52:23.878,27.730,-0.976,10.610,53.963
1568490743888,2019-09-14T15:52:23.888,27.740,1.280,9.329,54.878
1568490743898,2019-09-14T15:52:23.898,27.750,1.768,8.902,57.195
1568490743908,2019-09-14T15:52:23.908,27.760,0.915,8.902,60.427
1568490743918,2019-09-14T15:52:23.918,27.770,-0.610,9.329,64.024
1568490743928,2019-09-14T15:52:23.928,27.780,-2.134,10.061,66.585
1568490743938,2019-09-14T15:52:23.938,27.790,-3.049,10.732,67.561
1568490743948,2019-09-14T15:52:23.948,27.800,-3.293,11.280,67.012
1568490743958,2019-09-14T15:52:23.958,27.810,-3.841,11.951,65.732
1568490743968,2019-09-14T15:52:23.968,27.820,-4.756,12.927,64.695
1568490743978,2019-09-14T15:52:23.978,27.830,-5.122,13.720,63.780
1568490743988,2019-09-14T15:52:23.988,27.840,-5.366,14.146,63.537
1568490743998,2019-09-14T15:52:23.998,27.850,-6.220,14.573,64.390
1568490744008,2019-09-14T15:52:24.008,27.860,-6.951,14.817,65.549
1568490744018,2019-09-14T15:52:24.018,27.870,-6.524,14.573,66.098
1568490744028,2019-09-14T15:52:24.028,27.880,-6.402,14.268,66.463
1568490744038,2019-09-14T15:52:24.038,27.890,-7.256,14.207,67.378
1568490744048,2019-09-14T15:52:24.048,27.900,-8.537,14.329,68.537
1568490744058,2019-09-14T15:52:24.058,27.910,-9.207,13.963,68.841
1568490744068,2019-09-14T15:52:24.068,27.920,-9.085,13.049,69.024
1568490744078,2019-09-14T15:52:24.078,27.930,-9.634,12.500,69.939
1568490744088,2019-09-14T15:52:24.088,27.940,-11.159,12.439,71.646
1568490744098,2019-09-14T15:52:24.098,27.950,-12.866,12.317,73.841
1568490744108,2019-09-14T15:52:24.108,27.960,-14.085,11.768,75.671
1568490744118,2019-09-14T15:52:24.118,27.970,-14.146,10.915,76.829
1568490744128,2019-09-14T15:52:24.128,27.980,-13.232,9.695,77.134
1568490744138,2019-09-14T15:52:24.138,27.990,-11.890,8.232,76.890
1568490744148,2019-09-14T15:52:24.148,28.000,-10.854,6.951,76.463
1568490744158,2019-09-14T15:52:24.158,28.010,-10.000,5.610,76.463
1568490744168,2019-09-14T15:52:24.168,28.020,-9.573,4.512,76.646
1568490744178,2019-09-14T15:52:24.178,28.030,-9.817,3.720,76.951
1568490744188,2019-09-14T15:52:24.188,28.040,-10.366,3.293,77.378
1568490744198,2019-09-14T15:52:24.198,28.050,-10.732,2.927,76.951
1568490744208,2019-09-14T15:52:24.208,28.060,-10.976,2.561,75.793
1568490744218,2019-09-14T15:52:24.218,28.070,-11.037,2.256,73.963
1568490744228,2019-09-14T15:52:24.228,28.080,-11.280,2.134,71.829
1568490744238,2019-09-14T15:52:24.238,28.090,-11.951,2.134,70.122
1568490744248,2019-09-14T15:52:24.248,28.100,-13.171,2.500,69.024
1568490744258,2019-09-14T15:52:24.258,28.110,-14.268,2.744,68.232
1568490744268,2019-09-14T15:52:24.268,28.120,-15.427,2.927,68.110
1568490744278,2019-09-14T15:52:24.278,28.130,-16.463,2.988,67.866
1568490744288,2019-09-14T15:52:24.288,28.140,-16.463,2.744,66.707
1568490744298,2019-09-14T15:52:24.298,28.150,-15.793,2.195,64.878
1568490744308,2019-09-14T15:52:24.308,28.160,-15.366,1.768,62.744
1568490744318,2019-09-14T15:52:24.318,28.170,-14.939,1.280,60.427
1568490744328,2019-09-14T15:52:24.328,28.180,-14.817,0.976,58.659
1568490744338,2019-09-14T15:52:24.338,28.190,-15.549,1.280,57.927
1568490744348,2019-09-14T15:52:24.348,28.200,-17.012,1.768,57.622
1568490744358,2019-09-14T15:52:24.358,28.210,-17.378,2.012,56.463
1568490744368,2019-09-14T15:52:24.368,28.220,-17.134,2.317,54.512
1568490744378,2019-09-14T15:52:24.378,28.230,-17.744,2.927,52.622
1568490744388,2019-09-14T15:52:24.388,28.240,-18.415,3.415,50.610
1568490744398,2019-09-14T15:52:24.398,28.250,-18.415,3.659,48.841
1568490744408,2019-09-14T15:52:24.408,28.260,-18.415,3.841,47.622
1568490744418,2019-09-14T15:52:24.418,28.270,-18.537,3.963,46.951
1568490744428,2019-09-14T15:52:24.428,28.280,-18.537,4.024,46.585
1568490744438,2019-09-14T15:52:24.438,28.290,-18.598,4.268,46.280
1568490744448,2019-09-14T15:52:24.448,28.300,-18.720,4.512,45.976
1568490744458,2019-09-14T15:52:24.458,28.310,-18.780,4.573,45.427
1568490744468,2019-09-14T15:52:24.468,28.320,-18.415,4.512,44.695
1568490744478,2019-09-14T15:52:24.478,28.330,-18.110,4.634,44.085
1568490744488,2019-09-14T15:52:24.488,28.340,-18.171,4.634,43.476
1568490744498,2019-09-14T15:52:24.498,28.350,-17.866,4.756,42.988
1568490744508,2019-09-14T15:52:24.508,28.360,-17.439,4.695,42.744
1568490744518,2019-09-14T15:52:24.518,28.370,-17.256,4.695,42.988
1568490744528,2019-09-14T15:52:24.528,28.380,-16.829,4.573,43.110
1568490744538,2019-09-14T15:52:24.538,28.390,-16.037,4.268,43.232
1568490744548,2019-09-14T15:52:24.548,28.400,-15.061,3.963,43.171
1568490744558,2019-09-14T15:52:24.558,28.410,-14.085,3.598,42.866
1568490744568,2019-09-14T15:52:24.568,28.420,-13.110,3.232,42.622
1568490744578,2019-09-14T15:52:24.578,28.430,-12.134,2.988,42.012
1568490744588,2019-09-14T15:52:24.588,28.440,-10.976,2.683,41.220
1568490744598,2019-09-14T15:52:24.598,28.450,-9.756,2.500,40.549
1568490744608,2019-09-14T15:52:24.608,28.460,-8.537,2.195,40.000
1568490744618,2019-09-14T15:52:24.618,28.470,-7.134,1.768,39.207
