epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568490826498,2019-09-14T15:53:46.498,110.350,7.195,5.793,11.220
1568490826508,2019-09-14T15:53:46.508,110.360,5.793,7.134,12.805
1568490826518,2019-09-14T15:53:46.518,110.370,5.061,8.110,14.268
1568490826528,2019-09-14T15:53:46.528,110.380,4.390,8.780,15.366
1568490826538,2019-09-14T15:53:46.538,110.390,3.476,9.573,17.683
1568490826548,2019-09-14T15:53:46.548,110.400,1.707,10.732,22.561
1568490826558,2019-09-14T15:53:46.558,110.410,-0.305,11.341,28.537
1568490826568,2019-09-14T15:53:46.568,110.420,-0.976,11.402,33.537
1568490826578,2019-09-14T15:53:46.578,110.430,-1.098,11.098,37.256
1568490826588,2019-09-14T15:53:46.588,110.440,-1.585,10.732,39.268
1568490826598,2019-09-14T15:53:46.598,110.450,-1.341,9.939,38.902
1568490826608,2019-09-14T15:53:46.608,110.460,0.244,9.085,37.622
1568490826618,2019-09-14T15:53:46.618,110.470,-1.037,9.146,40.915
1568490826628,2019-09-14T15:53:46.628,110.480,-5.244,10.122,49.512
1568490826638,2019-09-14T15:53:46.638,110.490,-8.902,10.305,58.537
1568490826648,2019-09-14T15:53:46.648,110.500,-10.061,9.146,64.268
1568490826658,2019-09-14T15:53:46.658,110.510,-8.902,6.646,67.317
1568490826668,2019-09-14T15:53:46.668,110.520,-7.622,3.841,68.659
1568490826678,2019-09-14T15:53:46.678,110.530,-6.402,1.098,67.134
1568490826688,2019-09-14T15:53:46.688,110.540,-3.537,-1.768,61.402
1568490826698,2019-09-14T15:53:46.698,110.550,-0.488,-4.146,55.915
1568490826708,2019-09-14T15:53:46.708,110.560,-2.134,-4.146,57.622
1568490826718,2019-09-14T15:53:46.718,110.570,-7.439,-2.622,63.049
1568490826728,2019-09-14T15:53:46.728,110.580,-8.537,-2.561,64.329
1568490826738,2019-09-14T15:53:46.738,110.590,-5.244,-3.780,61.159
1568490826748,2019-09-14T15:53:46.748,110.600,-2.988,-4.573,56.829
1568490826758,2019-09-14T15:53:46.758,110.610,-2.195,-4.573,52.988
1568490826768,2019-09-14T15:53:46.768,110.620,-1.646,-4.024,50.000
1568490826778,2019-09-14T15:53:46.778,110.630,-1.768,-2.988,47.012
1568490826788,2019-09-14T15:53:46.788,110.640,-1.951,-1.890,43.598
1568490826798,2019-09-14T15:53:46.798,110.650,-1.768,-0.793,39.939
1568490826808,2019-09-14T15:53:46.808,110.660,-1.524,0.122,36.463
1568490826818,2019-09-14T15:53:46.818,110.670,-0.732,0.610,33.598
1568490826828,2019-09-14T15:53:46.828,110.680,0.000,0.976,31.951
1568490826838,2019-09-14T15:53:46.838,110.690,0.976,1.341,31.951
1568490826848,2019-09-14T15:53:46.848,110.700,0.305,2.561,34.085
1568490826858,2019-09-14T15:53:46.858,110.710,-2.195,4.329,37.683
1568490826868,2019-09-14T15:53:46.868,110.720,-3.841,5.732,40.854
1568490826878,2019-09-14T15:53:46.878,110.730,-4.573,6.768,42.866
1568490826888,2019-09-14T15:53:46.888,110.740,-6.098,7.866,43.902
1568490826898,2019-09-14T15:53:46.898,110.750,-8.232,9.390,43.902
1568490826908,2019-09-14T15:53:46.908,110.760,-9.756,10.976,42.622
1568490826918,2019-09-14T15:53:46.918,110.770,-11.037,12.317,42.317
1568490826928,2019-09-14T15:53:46.928,110.780,-13.232,13.902,47.073
1568490826938,2019-09-14T15:53:46.938,110.790,-15.732,14.878,55.183
1568490826948,2019-09-14T15:53:46.948,110.800,-15.366,14.024,63.232
1568490826958,2019-09-14T15:53:46.958,110.810,-12.805,12.134,69.817
1568490826968,2019-09-14T15:53:46.968,110.820,-12.012,10.915,75.122
1568490826978,2019-09-14T15:53:46.978,110.830,-12.012,9.878,78.841
1568490826988,2019-09-14T15:53:46.988,110.840,-10.732,8.598,80.122
